ID,Title,Authors,Year,Primary_Subject,Industry,Source
2510.06884,Memory-Augmented Generative AI for Real-time Wireless Prediction in Dynamic Industrial Environments,"Rahul Gulia, Amlan Ganguly, Michael E. Kuhl, Ehsan Rashedi, Clark Hochgraf",2025,eess.SP,Информатика,arXiv
2510.06852,Enhancing Bankruptcy Prediction of Banks through Advanced Machine Learning Techniques: An Innovative Approach and Analysis,"Zuherman Rustam, Sri Hartini, Sardar M. N. Islam, Fevi Novkaniza, Fiftitah R. Aszhari, Muhammad Rifqi",2025,cs.LG,Информатика,arXiv
2510.06816,Am I Productive? Exploring the Experience of Remote Workers with Task Management Tools,Russell Beale,2025,cs.HC,Информатика,arXiv
2510.06727,Scaling LLM Multi-turn RL with End-to-end Summarization-based Context Management,"Miao Lu, Weiwei Sun, Weihua Du, Zhan Ling, Xuesong Yao, Kang Liu, Jiecao Chen",2025,cs.CL,Информатика,arXiv
2510.06718,LLM Company Policies and Policy Implications in Software Organizations,"Ranim Khojah, Mazen Mohamad, Linda Erlenhov, Francisco Gomes de Oliveira Neto, Philipp Leitner",2025,cs.SE,Информатика,arXiv
2510.06711,Inefficiencies of Meta Agents for Agent Design,"Batu El, Mert Yuksekgonul, James Zou",2025,cs.AI,Информатика,arXiv
2510.06690,"""It feels like hard work trying to talk to it"": Understanding Older Adults' Experiences of Encountering and Repairing Conversational Breakdowns with AI Systems","Niharika Mathur, Tamara Zubatiy, Agata Rozga, Elizabeth Mynatt",2025,cs.HC,Информатика,arXiv
2510.06663,Automated Discovery of Test Oracles for Database Management Systems Using LLMs,"Qiuyang Mang, Runyuan He, Suyang Zhong, Xiaoxuan Liu, Huanchen Zhang, Alvin Cheung",2025,cs.DB,Информатика,arXiv
2510.06645,Distilling Lightweight Language Models for C/C++ Vulnerabilities,"Zhiyuan Wei, Xiaoxuan Yang, Jing Sun, Zijian Zhang",2025,cs.CR,Информатика,arXiv
2510.06633,Assist-As-Needed: Adaptive Multimodal Robotic Assistance for Medication Management in Dementia Care,"Kruthika Gangaraju, Tanmayi Inaparthy, Jiaqi Yang, Yihao Zheng, Fengpei Yuan",2025,cs.RO,Информатика,arXiv
2510.06564,HSNet: Heterogeneous Subgraph Network for Single Image Super-resolution,"Qiongyang Hu, Wenyang Liu, Wenbin Zou, Yuejiao Su, Lap-Pui Chau, Yi Wang",2025,cs.CV,Информатика,arXiv
2510.06515,Online Matching via Reinforcement Learning: An Expert Policy Orchestration Strategy,"Chiara Mignacco, Matthieu Jonckheere, Gilles Stoltz",2025,stat.ML,Информатика,arXiv
2510.06466,Attention-Enhanced Reinforcement Learning for Dynamic Portfolio Optimization,"Pei Xue, Yuanchun Ye",2025,cs.CE,Информатика,arXiv
2510.06433,Flavonoid Fusion: Creating a Knowledge Graph to Unveil the Interplay Between Food and Health,"Aryan Singh Dalal, Yinglun Zhang, Duru Doğan, Atalay Mert İleri, Hande Küçük McGinty",2025,cs.AI,Информатика,arXiv
2510.06414,Bridging Imperative Process Models and Process Data Queries-Translation and Relaxation,"Abdur Rehman Anwar Qureshi, Adrian Rebmann, Timotheus Kampik, Matthias Weidlich, Mathias Weske",2025,cs.DB,Информатика,arXiv
2510.06299,Scalable deep fusion of spaceborne lidar and synthetic aperture radar for global forest structural complexity mapping,"Tiago de Conto, John Armston, Ralph Dubayah",2025,cs.CV,Информатика,arXiv
2510.06259,"Beyond Static Knowledge Messengers: Towards Adaptive, Fair, and Scalable Federated Learning for Medical AI","Jahidul Arafat, Fariha Tasmin, Sanjaya Poudel, Ahsan Habib Tareq, Iftekhar Haider",2025,cs.CY,Информатика,arXiv
2510.06248,Economic Entropy and Sectoral Dynamics: A Thermodynamic Approach to Market Analysis,"W. A. Rojas C., A. Zamora V., L. F. Quijano W., Y. Beltran P",2025,physics.soc-ph,Экономика,arXiv
2510.06078,Constraint-Aware Route Recommendation from Natural Language via Hierarchical LLM Agents,"Tao Zhe, Rui Liu, Fateme Memar, Xiao Luo, Wei Fan, Xinyue Ye, Zhongren Peng, Dongjie Wang",2025,cs.AI,Информатика,arXiv
2510.05981,The DISTANT Design for Remote Transmission and Steering Systems for Planetary Robotics,"Cristina Luna, Alba Guerra, Almudena Moreno, Manuel Esquer, Willy Roa, Mateusz Krawczak, Robert Popela, Piotr Osica, Davide Nicolis",2025,cs.RO,Информатика,arXiv
2510.05968,Extending ResourceLink: Patterns for Large Dataset Processing in MCP Applications,Scott Frees,2025,cs.SE,Информатика,arXiv
2510.05936,AdProv: A Method for Provenance of Process Adaptations,"Ludwig Stage, Mirela Riveni, Raimundas Matulevičius, Dimka Karastoyanova",2025,cs.CR,Информатика,arXiv
2510.05888,BioAutoML-NAS: An End-to-End AutoML Framework for Multimodal Insect Classification via Neural Architecture Search on Large-Scale Biodiversity Data,"Arefin Ittesafun Abian, Debopom Sutradhar, Md Rafi Ur Rashid, Reem E. Mohamed, Md Rafiqul Islam, Asif Karim, Kheng Cher Yeo, Sami Azam",2025,cs.CV,Информатика,arXiv
2510.05822,doi 10.29119/1641-3466.2025.221.6 The impact of leadership styles on project efficiency,"Michał Ćwiąkała, Julia Walter, Dariusz Baran, Gabriela Wojak, Ernest Górka, Piotr Mrzygłód, Maciej Frasunkiewicz, Piotr Ręczajski, Jan Piwnik",2025,econ.GN,Экономика,arXiv
2510.05812,doi 10.29119/1641-3466.2025.216.11 The challenge of employee motivation in business management,"Anna Kasperczuk, Michał Ćwiąkała, Ernest Górka, Dariusz Baran, Piotr Ręczajski, Piotr Mrzygłód, Maciej Frasunkiewicz, Agnieszka Dardzińska-Głębocka, Jan Piwnik",2025,econ.GN,Экономика,arXiv
2510.05803,The Five Safes as a Privacy Context,"James Bailie, Ruobin Gong",2025,cs.CR,Информатика,arXiv
2510.05783,doi 10.29119/1641-3466.2025.215.9 The role of work-life balance in effective business management,"Anna Kasperczuk, Michał Ćwiąkała, Ernest Górka, Piotr Ręczajski, Piotr Mrzygłód, Maciej Frasunkiewicz, Agnieszka Darcińska-Głębocka, Jan Piwnik, Grzegorz Gardocki",2025,econ.GN,Экономика,arXiv
2510.05738,"A Review of Ontology-Driven Big Data Analytics in Healthcare: Challenges, Tools, and Applications","Ritesh Chandra, Sonali Agarwal, Navjot Singh, Sadhana Tiwari",2025,cs.DC,Информатика,arXiv
2510.05713,"Federated Split Learning for Resource-Constrained Robots in Industrial IoT: Framework Comparison, Optimization Strategies, and Future Directions","Wanli Ni, Hui Tian, Shuai Wang, Chengyang Li, Lei Sun, Zhaohui Yang",2025,cs.RO,Информатика,arXiv
2510.05632,From Principles to Practice: A Systematic Study of LLM Serving on Multi-core NPUs,"Tianhao Zhu, Dahu Feng, Erhu Feng, Yubin Xia",2025,cs.AR,Информатика,arXiv
2510.05625,Generative AI-Driven Hierarchical Multi-Agent Framework for Zero-Touch Optical Networks,"Yao Zhang, Yuchen Song, Shengnan Li, Yan Shi, Shikui Shen, Xiongyan Tang, Min Zhang, Danshi Wang",2025,cs.NI,Информатика,arXiv
2510.05604,An Empirical Study of Security-Policy Related Issues in Open Source Projects,"Rintaro Kanaji, Brittany Reid, Yutaro Kashiwa, Raula Gaikovina Kula, Hajimu Iida",2025,cs.SE,Информатика,arXiv
2510.05551,Correcting sample selection bias with categorical outcomes,Onil Boussim,2025,econ.EM,Экономика,arXiv
2510.05504,Mechanism design and equilibrium analysis of smart contract mediated resource allocation,"Jinho Cha, Justin Yoo, Eunchan Daniel Cha, Emily Yoo, Caedon Geoffrey, Hyoshin Song",2025,cs.GT,Информатика,arXiv
2510.05484,Evaluating LLM Safety Across Child Development Stages: A Simulated Agent Approach,"Abhejay Murali, Saleh Afroogh, Kevin Chen, David Atkinson, Amit Dhurandhar, Junfeng Jiao",2025,cs.CY,Информатика,arXiv
2510.05476,doi 10.1145/3712285.3759816 cMPI: Using CXL Memory Sharing for MPI One-Sided and Two-Sided Inter-Node Communications,"Xi Wang, Bin Ma, Jongryool Kim, Byungil Koh, Hoshik Kim, Dong Li",2025,cs.DC,Информатика,arXiv
2510.05453,QDeepGR4J: Quantile-based ensemble of deep learning and GR4J hybrid rainfall-runoff models for extreme flow prediction with uncertainty quantification,"Arpit Kapoor, Rohitash Chandra",2025,cs.LG,Информатика,arXiv
2510.05414,A Lightweight Large Language Model-Based Multi-Agent System for 2D Frame Structural Analysis,"Ziheng Geng, Jiachen Liu, Ran Cao, Lu Cheng, Haifeng Wang, Minghui Cheng",2025,cs.CL,Информатика,arXiv
2510.05390,Who Do You Think You Are? Creating RSE Personas from GitHub Interactions,"Felicity Anderson, Julien Sindt, Neil Chue Hong",2025,cs.SE,Информатика,arXiv
2510.05266,Attention-Enhanced Prototypical Learning for Few-Shot Infrastructure Defect Segmentation,"Christina Thrainer, Md Meftahul Ferdaus, Mahdi Abdelguerfi, Christian Guetl, Steven Sloan, Kendall N. Niles, Ken Pathak",2025,cs.CV,Информатика,arXiv
2510.05187,Real-time Framework for Interoperable Semantic-driven Internet-of-Things in Smart Agriculture,Mohamed El-Dosuky,2025,cs.AI,Информатика,arXiv
2510.05183,Aneurysm Growth Time Series Reconstruction Using Physics-informed Autoencoder,Jiacheng Wu,2025,q-bio.QM,Биоинформатика,arXiv
2510.05134,Structuring Reasoning for Complex Rules Beyond Flat Representations,"Zhihao Yang, Ancheng Xu, Jingpeng Li, Liang Yan, Jiehui Zhou, Zhen Qin, Hengyun Chang, Ahmadreza Argha, Hamid Alinejad-Rokny, Minghuan Tan, Yujun Cai, Min Yang",2025,cs.AI,Информатика,arXiv
2510.05131,Rationale-Augmented Retrieval with Constrained LLM Re-Ranking for Task Discovery,Bowen Wei,2025,cs.CL,Информатика,arXiv
2510.05123,"A Scalable AI Driven, IoT Integrated Cognitive Digital Twin for Multi-Modal Neuro-Oncological Prognostics and Tumor Kinetics Prediction using Enhanced Vision Transformer and XAI","Saptarshi Banerjee, Himadri Nath Saha, Utsho Banerjee, Rajarshi Karmakar, Jon Turdiev",2025,eess.IV,Информатика,arXiv
2510.05121,Towards Structured Knowledge: Advancing Triple Extraction from Regional Trade Agreements using Large Language Models,"Durgesh Nandini, Rebekka Koch, Mirco Schoenfeld",2025,cs.CL,Информатика,arXiv
2510.05120,A Fuzzy Logic-Based Framework for Explainable Machine Learning in Big Data Analytics,"Farjana Yesmin, Nusrat Shirmin",2025,cs.LG,Информатика,arXiv
2510.05111,Agora: Bridging the GPU Cloud Resource-Price Disconnect,"Ian McDougall, Noah Scott, Joon Huh, Kirthevasan Kandasamy, Karthikeyan Sankaralingam",2025,cs.DC,Информатика,arXiv
2510.05110,Collaborative and Proactive Management of Task-Oriented Conversations,"Arezoo Saedi, Afsaneh Fatemi, Mohammad Ali Nematbakhsh, Sophie Rosset, Anne Vilnat",2025,cs.CL,Информатика,arXiv
2510.05109,Tiny but Mighty: A Software-Hardware Co-Design Approach for Efficient Multimodal Inference on Battery-Powered Small Devices,"Yilong Li, Shuai Zhang, Yijing Zeng, Hao Zhang, Xinmiao Xiong, Jingyu Liu, Pan Hu, Suman Banerjee",2025,cs.DC,Информатика,arXiv
2510.05080,MICROTRIPS: MICRO-geography TRavel Intelligence and Pattern Synthesis,"Yangyang Wang, Tayo Fabusuyi",2025,cs.LG,Информатика,arXiv
2510.05071,Neuroplastic Modular Framework: Cross-Domain Image Classification of Garbage and Industrial Surfaces,"Debojyoti Ghosh, Soumya K Ghosh, Adrijit Goswami",2025,cs.CV,Информатика,arXiv
2510.05048,Look-ahead Reasoning with a Learned Model in Imperfect Information Games,"Ondřej Kubíček, Viliam Lisý",2025,cs.AI,Информатика,arXiv
2510.04968,Trust in Transparency: How Explainable AI Shapes User Perceptions,Allen Daniel Sunny,2025,cs.HC,Информатика,arXiv
2510.04956,MuFFIN: Multifaceted Pronunciation Feedback Model with Interactive Hierarchical Neural Modeling,"Bi-Cheng Yan, Ming-Kang Tsai, Berlin Chen",2025,eess.AS,Информатика,arXiv
2510.04951,Feasibility-Aware Decision-Focused Learning for Predicting Parameters in the Constraints,"Jayanta Mandi, Marianne Defresne, Senne Berden, Tias Guns",2025,cs.LG,Информатика,arXiv
2510.04908,How Different from the Past? Spatio-Temporal Time Series Forecasting with Self-Supervised Deviation Learning,"Haotian Gao, Zheng Dong, Jiawei Yong, Shintaro Fukushima, Kenjiro Taura, Renhe Jiang",2025,cs.LG,Информатика,arXiv
2510.04876,BenthiCat: An opti-acoustic dataset for advancing benthic classification and habitat mapping,"Hayat Rajani, Valerio Franchi, Borja Martinez-Clavel Valles, Raimon Ramos, Rafael Garcia, Nuno Gracias",2025,cs.CV,Информатика,arXiv
2510.04854,Read the Room: Inferring Social Context Through Dyadic Interaction Recognition in Cyber-physical-social Infrastructure Systems,"Cheyu Lin, John Martins, Katherine A. Flanigan, Ph. D",2025,cs.CV,Информатика,arXiv
2510.04791,GUISpector: An MLLM Agent Framework for Automated Verification of Natural Language Requirements in GUI Prototypes,"Kristian Kolthoff, Felix Kretzer, Simone Paolo Ponzetto, Alexander Maedche, Christian Bartelt",2025,cs.SE,Информатика,arXiv
2510.04749,doi 10.1007/978-3-032-06136-2_9 LLM-Based Information Extraction to Support Scientific Literature Research and Publication Workflows,"Samy Ateia, Udo Kruschwitz, Melanie Scholz, Agnes Koschmider, Moayad Almohaishi",2025,cs.DL,Информатика,arXiv
2510.04740,Traffic jams and driver behavior archetypes,Shawn Berry,2025,econ.TH,Экономика,arXiv
2510.04726,Predictive economics: Rethinking economic methodology with machine learning,Miguel Alves Pereira,2025,econ.GN,Экономика,arXiv
2510.04689,Evolaris: A Roadmap to Self-Evolving Software Intelligence Management,"Chengwei Liu, Wenbo Guo, Yuxin Zhang, Limin Wang, Sen Chen, Lei Bu, Yang Liu",2025,cs.SE,Информатика,arXiv
2510.04678,Multi-Agent Tool-Integrated Policy Optimization,"Zhanfeng Mo, Xingxuan Li, Yuntao Chen, Lidong Bing",2025,cs.CL,Информатика,arXiv
2510.04652,Modeling and Managing Temporal Obligations in GUCON Using SPARQL-star and RDF-star,"Ines Akaichi, Giorgos Flouris, Irini Fundulaki, Sabrina Kirrane",2025,cs.CR,Информатика,arXiv
2510.04651,Satellite Direct-to-Device from Low Earth Orbit: Techno-Economic Analysis of a Global Non-Terrestrial Network,"Adnan Aijaz, Peizheng Li, Sajida Gufran",2025,cs.NI,Информатика,arXiv
2510.04643,QuantAgents: Towards Multi-agent Financial System via Simulated Trading,"Xiangyu Li, Yawen Zeng, Xiaofen Xing, Jin Xu, Xiangmin Xu",2025,cs.AI,Информатика,arXiv
2510.04623,doi 10.1007/978-3-032-06004-4_4 MedPAO: A Protocol-Driven Agent for Structuring Medical Reports,"Shrish Shrinath Vaidya, Gowthamaan Palani, Sidharth Ramesh, Velmurugan Balasubramanian, Minmini Selvam, Gokulraja Srinivasaraja, Ganapathy Krishnamurthi",2025,cs.AI,Информатика,arXiv
2510.04611,A survey on the impact of emotions on the productivity among software developers,"Pawel Weichbroth, Maciej Lotysz, Michal Wrobel",2025,cs.SE,Информатика,arXiv
2510.04568,COSMIR: Chain Orchestrated Structured Memory for Iterative Reasoning over Long Context,"Naman Gupta, Shreeyash Gowaikar, Arun Iyer, Kirankumar Shiragur, Ramakrishna B Bairi, Rishikesh Maurya, Ritabrata Maiti, Sankarshan Damle, Shachee Mishra Gupta",2025,cs.AI,Информатика,arXiv
2510.04563,Stochastic Approximation Methods for Distortion Risk Measure Optimization,"Jinyang Jiang, Bernd Heidergott, Jiaqiao Hu, Yijie Peng",2025,cs.LG,Информатика,arXiv
2510.04560,ContextNav: Towards Agentic Multimodal In-Context Learning,"Honghao Fu, Yuan Ouyang, Kai-Wei Chang, Yiwei Wang, Zi Huang, Yujun Cai",2025,cs.AI,Информатика,arXiv
2510.04519,Spec2Control: Automating PLC/DCS Control-Logic Engineering from Natural Language Requirements with LLMs - A Multi-Plant Evaluation,"Heiko Koziolek, Thilo Braun, Virendra Ashiwal, Sofia Linsbauer, Marthe Ahlgreen Hansen, Karoline Grotterud",2025,cs.SE,Информатика,arXiv
2510.04508,MARCO: A Cooperative Knowledge Transfer Framework for Personalized Cross-domain Recommendations,"Lili Xie, Yi Zhang, Ruihong Qiu, Jiajun Liu, Sen Wang",2025,cs.IR,Информатика,arXiv
2510.04495,Detecting and Characterizing Low and No Functionality Packages in the NPM Ecosystem,"Napasorn Tevarut, Brittany Reid, Yutaro Kashiwa, Pattara Leelaprute, Arnon Rungsawang, Bundit Manaskasemsak, Hajimu Iida",2025,cs.SE,Информатика,arXiv
2510.04472,SPEGNet: Synergistic Perception-Guided Network for Camouflaged Object Detection,"Baber Jan, Saeed Anwar, Aiman H. El-Maleh, Abdul Jabbar Siddiqui, Abdul Bais",2025,cs.CV,Информатика,arXiv
2510.04437,Smart Hiring Redefined: An Intelligent Recruitment Management Platform,"Fangzhe Wu, Dongyang Lyu, Xiaoqi Li",2025,cs.SE,Информатика,arXiv
2510.04388,REMIND-PyPSA-Eur: Integrating power system flexibility into sector-coupled energy transition pathways,"Adrian Odenweller, Falko Ueckerdt, Johannes Hampp, Ivan Ramirez, Felix Schreyer, Robin Hasse, Jarusch Muessel, Chen Chris Gong, Robert Pietzcker, Tom Brown, Gunnar Luderer",2025,econ.GN,Экономика,arXiv
2510.04386,SSM-CGM: Interpretable State-Space Forecasting Model of Continuous Glucose Monitoring for Personalized Diabetes Management,"Shakson Isaac, Yentl Collin, Chirag Patel",2025,cs.LG,Информатика,arXiv
2510.04380,doi 10.1007/978-3-032-04190-6_11 Reconsidering Requirements Engineering: Human-AI Collaboration in AI-Native Software Development,"Mateen Ahmed Abbasi, Petri Ihantola, Tommi Mikkonen, Niko Mäkitalo",2025,cs.SE,Информатика,arXiv
2510.04374,GDPval: Evaluating AI Model Performance on Real-World Economically Valuable Tasks,"Tejal Patwardhan, Rachel Dias, Elizabeth Proehl, Grace Kim, Michele Wang, Olivia Watkins, Simón Posada Fishman, Marwan Aljubeh, Phoebe Thacker, Laurance Fauconnet, Natalie S. Kim, Patrick Chao, Samuel Miserendino, Gildas Chabot, David Li, Michael Sharman, Alexandra Barr, Amelia Glaese, Jerry Tworek",2025,cs.LG,Информатика,arXiv
2510.04211,Panel regression for the GDP of the Central and Eastern European countries using time-varying coefficients,"Lesya Kolinets, Vygintas Gontis",2025,q-fin.ST,Экономика,arXiv
2510.04192,Cooperative Flexibility Exchange: Fair and Comfort-Aware Decentralized Resource Allocation,"Rabiya Khalid, Evangelos Pournaras",2025,cs.MA,Информатика,arXiv
2510.04190,Zenbo Patrol: A Social Assistive Robot Based on Multimodal Deep Learning for Real-time Illegal Parking Recognition and Notification,"Jian-jie Zheng, Chih-kai Yang, Po-han Chen, Lyn Chao-ling Chen",2025,cs.RO,Информатика,arXiv
